"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2024-02-07T06","US48","United States Lower 48",NA,"Demand","446636","megawatthours","D"
"2024-02-07T05","US48","United States Lower 48",NA,"Demand","458619","megawatthours","D"
"2024-02-07T04","US48","United States Lower 48",NA,"Demand","473520","megawatthours","D"
"2024-02-07T03","US48","United States Lower 48",NA,"Demand","487439","megawatthours","D"
"2024-02-07T02","US48","United States Lower 48",NA,"Demand","492695","megawatthours","D"
"2024-02-07T01","US48","United States Lower 48",NA,"Demand","491057","megawatthours","D"
"2024-02-07T00","US48","United States Lower 48",NA,"Demand","479704","megawatthours","D"
"2024-02-06T23","US48","United States Lower 48",NA,"Demand","463067","megawatthours","D"
"2024-02-06T22","US48","United States Lower 48",NA,"Demand","452961","megawatthours","D"
"2024-02-06T21","US48","United States Lower 48",NA,"Demand","446994","megawatthours","D"
"2024-02-06T20","US48","United States Lower 48",NA,"Demand","447975","megawatthours","D"
"2024-02-06T19","US48","United States Lower 48",NA,"Demand","454353","megawatthours","D"
"2024-02-06T18","US48","United States Lower 48",NA,"Demand","463201","megawatthours","D"
"2024-02-06T17","US48","United States Lower 48",NA,"Demand","473701","megawatthours","D"
"2024-02-06T16","US48","United States Lower 48",NA,"Demand","484163","megawatthours","D"
"2024-02-06T15","US48","United States Lower 48",NA,"Demand","497466","megawatthours","D"
"2024-02-06T14","US48","United States Lower 48",NA,"Demand","508677","megawatthours","D"
"2024-02-06T13","US48","United States Lower 48",NA,"Demand","503598","megawatthours","D"
"2024-02-06T12","US48","United States Lower 48",NA,"Demand","476467","megawatthours","D"
"2024-02-06T11","US48","United States Lower 48",NA,"Demand","445442","megawatthours","D"
"2024-02-06T10","US48","United States Lower 48",NA,"Demand","430509","megawatthours","D"
"2024-02-06T09","US48","United States Lower 48",NA,"Demand","425625","megawatthours","D"
"2024-02-06T08","US48","United States Lower 48",NA,"Demand","425923","megawatthours","D"
"2024-02-06T07","US48","United States Lower 48",NA,"Demand","431657","megawatthours","D"
"2024-02-06T06","US48","United States Lower 48",NA,"Demand","440768","megawatthours","D"
"2024-02-06T05","US48","United States Lower 48",NA,"Demand","453012","megawatthours","D"
"2024-02-06T04","US48","United States Lower 48",NA,"Demand","469893","megawatthours","D"
"2024-02-06T03","US48","United States Lower 48",NA,"Demand","484551","megawatthours","D"
"2024-02-06T02","US48","United States Lower 48",NA,"Demand","491834","megawatthours","D"
"2024-02-06T01","US48","United States Lower 48",NA,"Demand","491442","megawatthours","D"
"2024-02-06T00","US48","United States Lower 48",NA,"Demand","482367","megawatthours","D"
"2024-02-05T23","US48","United States Lower 48",NA,"Demand","466900","megawatthours","D"
"2024-02-05T22","US48","United States Lower 48",NA,"Demand","455084","megawatthours","D"
"2024-02-05T21","US48","United States Lower 48",NA,"Demand","451649","megawatthours","D"
"2024-02-05T20","US48","United States Lower 48",NA,"Demand","453864","megawatthours","D"
"2024-02-05T19","US48","United States Lower 48",NA,"Demand","459481","megawatthours","D"
"2024-02-05T18","US48","United States Lower 48",NA,"Demand","466547","megawatthours","D"
"2024-02-05T17","US48","United States Lower 48",NA,"Demand","474796","megawatthours","D"
"2024-02-05T16","US48","United States Lower 48",NA,"Demand","482195","megawatthours","D"
"2024-02-05T15","US48","United States Lower 48",NA,"Demand","488938","megawatthours","D"
"2024-02-05T14","US48","United States Lower 48",NA,"Demand","494778","megawatthours","D"
"2024-02-05T13","US48","United States Lower 48",NA,"Demand","487829","megawatthours","D"
"2024-02-05T12","US48","United States Lower 48",NA,"Demand","460190","megawatthours","D"
"2024-02-05T11","US48","United States Lower 48",NA,"Demand","429918","megawatthours","D"
"2024-02-05T10","US48","United States Lower 48",NA,"Demand","414646","megawatthours","D"
"2024-02-05T09","US48","United States Lower 48",NA,"Demand","410421","megawatthours","D"
"2024-02-05T08","US48","United States Lower 48",NA,"Demand","411651","megawatthours","D"
"2024-02-05T07","US48","United States Lower 48",NA,"Demand","417028","megawatthours","D"
"2024-02-05T06","US48","United States Lower 48",NA,"Demand","425250","megawatthours","D"
"2024-02-05T05","US48","United States Lower 48",NA,"Demand","438100","megawatthours","D"
"2024-02-05T04","US48","United States Lower 48",NA,"Demand","452639","megawatthours","D"
"2024-02-05T03","US48","United States Lower 48",NA,"Demand","465777","megawatthours","D"
"2024-02-05T02","US48","United States Lower 48",NA,"Demand","471891","megawatthours","D"
"2024-02-05T01","US48","United States Lower 48",NA,"Demand","471726","megawatthours","D"
"2024-02-05T00","US48","United States Lower 48",NA,"Demand","462977","megawatthours","D"
"2024-02-04T23","US48","United States Lower 48",NA,"Demand","445625","megawatthours","D"
"2024-02-04T22","US48","United States Lower 48",NA,"Demand","432682","megawatthours","D"
"2024-02-04T21","US48","United States Lower 48",NA,"Demand","426082","megawatthours","D"
"2024-02-04T20","US48","United States Lower 48",NA,"Demand","425224","megawatthours","D"
"2024-02-04T19","US48","United States Lower 48",NA,"Demand","428965","megawatthours","D"
"2024-02-04T18","US48","United States Lower 48",NA,"Demand","432893","megawatthours","D"
"2024-02-04T17","US48","United States Lower 48",NA,"Demand","437921","megawatthours","D"
"2024-02-04T16","US48","United States Lower 48",NA,"Demand","440363","megawatthours","D"
"2024-02-04T15","US48","United States Lower 48",NA,"Demand","441588","megawatthours","D"
"2024-02-04T14","US48","United States Lower 48",NA,"Demand","439853","megawatthours","D"
"2024-02-04T13","US48","United States Lower 48",NA,"Demand","431429","megawatthours","D"
"2024-02-04T12","US48","United States Lower 48",NA,"Demand","418910","megawatthours","D"
"2024-02-04T11","US48","United States Lower 48",NA,"Demand","408761","megawatthours","D"
"2024-02-04T10","US48","United States Lower 48",NA,"Demand","403957","megawatthours","D"
"2024-02-04T09","US48","United States Lower 48",NA,"Demand","403420","megawatthours","D"
"2024-02-04T08","US48","United States Lower 48",NA,"Demand","406500","megawatthours","D"
"2024-02-04T07","US48","United States Lower 48",NA,"Demand","412367","megawatthours","D"
"2024-02-04T06","US48","United States Lower 48",NA,"Demand","420268","megawatthours","D"
"2024-02-04T05","US48","United States Lower 48",NA,"Demand","431513","megawatthours","D"
"2024-02-04T04","US48","United States Lower 48",NA,"Demand","442919","megawatthours","D"
"2024-02-04T03","US48","United States Lower 48",NA,"Demand","451236","megawatthours","D"
"2024-02-04T02","US48","United States Lower 48",NA,"Demand","454137","megawatthours","D"
"2024-02-04T01","US48","United States Lower 48",NA,"Demand","452731","megawatthours","D"
"2024-02-04T00","US48","United States Lower 48",NA,"Demand","446750","megawatthours","D"
"2024-02-03T23","US48","United States Lower 48",NA,"Demand","432768","megawatthours","D"
"2024-02-03T22","US48","United States Lower 48",NA,"Demand","423559","megawatthours","D"
"2024-02-03T21","US48","United States Lower 48",NA,"Demand","420706","megawatthours","D"
"2024-02-03T20","US48","United States Lower 48",NA,"Demand","421433","megawatthours","D"
"2024-02-03T19","US48","United States Lower 48",NA,"Demand","426822","megawatthours","D"
"2024-02-03T18","US48","United States Lower 48",NA,"Demand","434211","megawatthours","D"
"2024-02-03T17","US48","United States Lower 48",NA,"Demand","440401","megawatthours","D"
"2024-02-03T16","US48","United States Lower 48",NA,"Demand","444404","megawatthours","D"
"2024-02-03T15","US48","United States Lower 48",NA,"Demand","447875","megawatthours","D"
"2024-02-03T14","US48","United States Lower 48",NA,"Demand","447003","megawatthours","D"
"2024-02-03T13","US48","United States Lower 48",NA,"Demand","436844","megawatthours","D"
"2024-02-03T12","US48","United States Lower 48",NA,"Demand","421462","megawatthours","D"
"2024-02-03T11","US48","United States Lower 48",NA,"Demand","409818","megawatthours","D"
"2024-02-03T10","US48","United States Lower 48",NA,"Demand","404490","megawatthours","D"
"2024-02-03T09","US48","United States Lower 48",NA,"Demand","403494","megawatthours","D"
"2024-02-03T08","US48","United States Lower 48",NA,"Demand","406442","megawatthours","D"
"2024-02-03T07","US48","United States Lower 48",NA,"Demand","412018","megawatthours","D"
"2024-02-03T06","US48","United States Lower 48",NA,"Demand","422787","megawatthours","D"
"2024-02-03T05","US48","United States Lower 48",NA,"Demand","435648","megawatthours","D"
"2024-02-03T04","US48","United States Lower 48",NA,"Demand","448128","megawatthours","D"
"2024-02-03T03","US48","United States Lower 48",NA,"Demand","457527","megawatthours","D"
"2024-02-03T02","US48","United States Lower 48",NA,"Demand","462415","megawatthours","D"
"2024-02-03T01","US48","United States Lower 48",NA,"Demand","462518","megawatthours","D"
"2024-02-03T00","US48","United States Lower 48",NA,"Demand","460213","megawatthours","D"
"2024-02-02T23","US48","United States Lower 48",NA,"Demand","451552","megawatthours","D"
"2024-02-02T22","US48","United States Lower 48",NA,"Demand","446348","megawatthours","D"
"2024-02-02T21","US48","United States Lower 48",NA,"Demand","445168","megawatthours","D"
"2024-02-02T20","US48","United States Lower 48",NA,"Demand","448448","megawatthours","D"
"2024-02-02T19","US48","United States Lower 48",NA,"Demand","453083","megawatthours","D"
"2024-02-02T18","US48","United States Lower 48",NA,"Demand","458875","megawatthours","D"
"2024-02-02T17","US48","United States Lower 48",NA,"Demand","464461","megawatthours","D"
"2024-02-02T16","US48","United States Lower 48",NA,"Demand","470578","megawatthours","D"
"2024-02-02T15","US48","United States Lower 48",NA,"Demand","475468","megawatthours","D"
"2024-02-02T14","US48","United States Lower 48",NA,"Demand","477586","megawatthours","D"
"2024-02-02T13","US48","United States Lower 48",NA,"Demand","467779","megawatthours","D"
"2024-02-02T12","US48","United States Lower 48",NA,"Demand","443763","megawatthours","D"
"2024-02-02T11","US48","United States Lower 48",NA,"Demand","420201","megawatthours","D"
"2024-02-02T10","US48","United States Lower 48",NA,"Demand","411103","megawatthours","D"
"2024-02-02T09","US48","United States Lower 48",NA,"Demand","407998","megawatthours","D"
"2024-02-02T08","US48","United States Lower 48",NA,"Demand","410384","megawatthours","D"
"2024-02-02T07","US48","United States Lower 48",NA,"Demand","416908","megawatthours","D"
"2024-02-02T06","US48","United States Lower 48",NA,"Demand","425593","megawatthours","D"
"2024-02-02T05","US48","United States Lower 48",NA,"Demand","440574","megawatthours","D"
"2024-02-02T04","US48","United States Lower 48",NA,"Demand","455092","megawatthours","D"
"2024-02-02T03","US48","United States Lower 48",NA,"Demand","467135","megawatthours","D"
"2024-02-02T02","US48","United States Lower 48",NA,"Demand","473909","megawatthours","D"
"2024-02-02T01","US48","United States Lower 48",NA,"Demand","473808","megawatthours","D"
"2024-02-02T00","US48","United States Lower 48",NA,"Demand","467992","megawatthours","D"
"2024-02-01T23","US48","United States Lower 48",NA,"Demand","455142","megawatthours","D"
"2024-02-01T22","US48","United States Lower 48",NA,"Demand","445194","megawatthours","D"
"2024-02-01T21","US48","United States Lower 48",NA,"Demand","444363","megawatthours","D"
"2024-02-01T20","US48","United States Lower 48",NA,"Demand","447274","megawatthours","D"
"2024-02-01T19","US48","United States Lower 48",NA,"Demand","452122","megawatthours","D"
"2024-02-01T18","US48","United States Lower 48",NA,"Demand","458853","megawatthours","D"
"2024-02-01T17","US48","United States Lower 48",NA,"Demand","468034","megawatthours","D"
"2024-02-01T16","US48","United States Lower 48",NA,"Demand","479587","megawatthours","D"
"2024-02-01T15","US48","United States Lower 48",NA,"Demand","493812","megawatthours","D"
"2024-02-01T14","US48","United States Lower 48",NA,"Demand","505617","megawatthours","D"
"2024-02-01T13","US48","United States Lower 48",NA,"Demand","502089","megawatthours","D"
"2024-02-01T12","US48","United States Lower 48",NA,"Demand","477153","megawatthours","D"
"2024-02-01T11","US48","United States Lower 48",NA,"Demand","449395","megawatthours","D"
"2024-02-01T10","US48","United States Lower 48",NA,"Demand","437306","megawatthours","D"
"2024-02-01T09","US48","United States Lower 48",NA,"Demand","432602","megawatthours","D"
"2024-02-01T08","US48","United States Lower 48",NA,"Demand","432877","megawatthours","D"
"2024-02-01T07","US48","United States Lower 48",NA,"Demand","436829","megawatthours","D"
"2024-02-01T06","US48","United States Lower 48",NA,"Demand","443464","megawatthours","D"
"2024-02-01T05","US48","United States Lower 48",NA,"Demand","476987","megawatthours","D"
"2024-02-01T04","US48","United States Lower 48",NA,"Demand","470351","megawatthours","D"
"2024-02-01T03","US48","United States Lower 48",NA,"Demand","482824","megawatthours","D"
"2024-02-01T02","US48","United States Lower 48",NA,"Demand","489495","megawatthours","D"
"2024-02-01T01","US48","United States Lower 48",NA,"Demand","489122","megawatthours","D"
"2024-02-01T00","US48","United States Lower 48",NA,"Demand","482117","megawatthours","D"
"2024-01-31T23","US48","United States Lower 48",NA,"Demand","468973","megawatthours","D"
"2024-01-31T22","US48","United States Lower 48",NA,"Demand","459380","megawatthours","D"
"2024-01-31T21","US48","United States Lower 48",NA,"Demand","458764","megawatthours","D"
"2024-01-31T20","US48","United States Lower 48",NA,"Demand","460573","megawatthours","D"
"2024-01-31T19","US48","United States Lower 48",NA,"Demand","464538","megawatthours","D"
"2024-01-31T18","US48","United States Lower 48",NA,"Demand","468636","megawatthours","D"
"2024-01-31T17","US48","United States Lower 48",NA,"Demand","474358","megawatthours","D"
"2024-01-31T16","US48","United States Lower 48",NA,"Demand","481408","megawatthours","D"
"2024-01-31T15","US48","United States Lower 48",NA,"Demand","488505","megawatthours","D"
"2024-01-31T14","US48","United States Lower 48",NA,"Demand","491433","megawatthours","D"
"2024-01-31T13","US48","United States Lower 48",NA,"Demand","482113","megawatthours","D"
"2024-01-31T12","US48","United States Lower 48",NA,"Demand","456961","megawatthours","D"
"2024-01-31T11","US48","United States Lower 48",NA,"Demand","430413","megawatthours","D"
"2024-01-31T10","US48","United States Lower 48",NA,"Demand","419070","megawatthours","D"
"2024-01-31T09","US48","United States Lower 48",NA,"Demand","415584","megawatthours","D"
