"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-13T05","SE","Southeast","CAR","Carolinas",1136,"megawatthours"
"2026-09-13T05","SE","Southeast","FLA","Florida",564,"megawatthours"
"2026-09-13T05","SE","Southeast","MIDW","Midwest",162,"megawatthours"
"2026-09-13T05","SE","Southeast","TEN","Tennessee",-962,"megawatthours"
"2026-09-13T05","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",650,"megawatthours"
"2026-09-13T05","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1108,"megawatthours"
"2026-09-13T05","SEC","Seminole Electric Cooperative","JEA","JEA",64,"megawatthours"
"2026-09-13T05","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",-19,"megawatthours"
"2026-09-13T05","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-72,"megawatthours"
"2026-09-13T05","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-236,"megawatthours"
"2026-09-13T05","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-11,"megawatthours"
"2026-09-13T05","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",258,"megawatthours"
"2026-09-13T05","SIKE","Sikeston Board of Municipal Utilities","AECI","Associated Electric Cooperative, Inc.",4,"megawatthours"
"2026-09-13T05","SIKE","Sikeston Board of Municipal Utilities","MISO","Midcontinent Independent System Operator, Inc.",59,"megawatthours"
"2026-09-13T05","SIKE","Sikeston Board of Municipal Utilities","SPA","Southwestern Power Administration",64,"megawatthours"
"2026-09-13T05","SIKE","Sikeston Board of Municipal Utilities","SWPP","Southwest Power Pool",-95,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","DUK","Duke Energy Carolinas",-205,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","FPC","Duke Energy Florida, Inc.",1,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","FPL","Florida Power & Light Co.",470,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","MISO","Midcontinent Independent System Operator, Inc.",162,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","SC","South Carolina Public Service Authority",489,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","SCEG","Dominion Energy South Carolina, Inc.",1171,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","SEPA","Southeastern Power Administration",-258,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","TAL","City of Tallahassee",93,"megawatthours"
"2026-09-13T05","SOCO","Southern Company Services, Inc. - Trans","TVA","Tennessee Valley Authority",-962,"megawatthours"
"2026-09-13T05","SPA","Southwestern Power Administration","AECI","Associated Electric Cooperative, Inc.",27,"megawatthours"
"2026-09-13T05","SPA","Southwestern Power Administration","MISO","Midcontinent Independent System Operator, Inc.",5,"megawatthours"
"2026-09-13T05","SPA","Southwestern Power Administration","SIKE","Sikeston Board of Municipal Utilities",-64,"megawatthours"
"2026-09-13T05","SPA","Southwestern Power Administration","SWPP","Southwest Power Pool",14,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","AZPS","Arizona Public Service Company",3819,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","CISO","California Independent System Operator",1179,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","DEAA","Arlington Valley, LLC",-439,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","GRID","Gridforce Energy Management, LLC",-552,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","TEPC","Tucson Electric Power",-402,"megawatthours"
"2026-09-13T05","SRP","Salt River Project Agricultural Improvement and Power District","WALC","Western Area Power Administration - Desert Southwest Region",-104,"megawatthours"
"2026-09-13T05","SW","Southwest","CAL","California",3487,"megawatthours"
"2026-09-13T05","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-13T05","SW","Southwest","NW","Northwest",-1657,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","AECI","Associated Electric Cooperative, Inc.",928,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","EPE","El Paso Electric Company",0,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","ERCO","Electric Reliability Council of Texas, Inc.",-487,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","MISO","Midcontinent Independent System Operator, Inc.",592,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","PNM","Public Service Company of New Mexico",0,"megawatthours"
"2026-09-13T05","SWPP","Southwest Power Pool","PSCO","Public Service Company of Colorado",-2,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","AZPS","Arizona Public Service Company",-91,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","BHBA","Black Hills Energy",105,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","NWMT","NorthWestern Corporation",116,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","PACE","PacifiCorp East",-32,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","PNM","Public Service Company of New Mexico",-46,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","PSCO","Public Service Company of Colorado",-255,"megawatthours"
"2026-09-13T05","SWPW","Southwest Power Pool West Balancing Authority Area","WALC","Western Area Power Administration - Desert Southwest Region",253,"megawatthours"
"2026-09-13T05","TEN","Tennessee","CAR","Carolinas",187,"megawatthours"
"2026-09-13T05","TEN","Tennessee","MIDA","Mid-Atlantic",898,"megawatthours"
"2026-09-13T05","TEN","Tennessee","MIDW","Midwest",-2538,"megawatthours"
"2026-09-13T05","TEN","Tennessee","SE","Southeast",962,"megawatthours"
"2026-09-13T05","TEPC","Tucson Electric Power","AZPS","Arizona Public Service Company",-33,"megawatthours"
"2026-09-13T05","TEPC","Tucson Electric Power","EPE","El Paso Electric Company",176,"megawatthours"
"2026-09-13T05","TEPC","Tucson Electric Power","PNM","Public Service Company of New Mexico",-57,"megawatthours"
"2026-09-13T05","TEPC","Tucson Electric Power","SRP","Salt River Project Agricultural Improvement and Power District",402,"megawatthours"
"2026-09-13T05","TEPC","Tucson Electric Power","WALC","Western Area Power Administration - Desert Southwest Region",-349,"megawatthours"
"2026-09-13T05","TEX","Texas","CENT","Central",-144,"megawatthours"
"2026-09-13T05","TEX","Texas","MEX","Mexico",199,"megawatthours"
