"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"1998","NJ","New Jersey","158334","13598422","3052189","2368657","50647109","35911086","0","4846808","0","68161512","1137601","3210523","-22277464",".71","53857632","68161512","0","0","53857632","53857632","71217757","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NM","New Mexico","55629","519633","320475","411715","31947965","31428332","0","1292249","0","18173120","0","376104","12025263","1.59","32324069","18173120","0","0","32324069","32324069","18987972","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NV","Nevada","0","2311913","0","247885","30613520","26552567","0","1780329","0","25037075","1749040","0","2648205","1.09","30613520","25037075","0","0","30613520","30613520","26159700","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","NY","New York","1077433","21458712","3171069","3941806","140614749","115840453","3034117","9542336","0","131161408","3315584","4248502","-4203580",".97","147363047","134195525","1673523","2499796","144863251","147363047","140212631","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","OH","Ohio","50934","155195","1285771","1455116","146603354","146448159","168","11362526","0","159793176","0","1336704","-30541752",".83","147940058","159793176","0","0","147940058","147940058","166958036","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","OK","Oklahoma","36100","3538830","1200278","1141401","54992866","51454036","0","3405816","0","47896575","0","1236377","2730208","1.05","56229243","47896575","0","0","56229243","56229243","50044182","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","OR","Oregon","5135","3686437","594290","627227","50549058","46352310","1823954","3335425","0","45082707","510311","599426","-653056",".99","51852887","46906661","113109","704403","51148484","51852887","49009875","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","PA","Pennsylvania","433431","7732456","3890981","4444106","186867107","173903236","3948377","9258678","0","126258034","5231415","4324413","45589687","1.31","191202485","130206411","174823","10965","191191520","191202485","136044645","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","RI","Rhode Island","51290","518320","15102","74062","7608119","2061351","19287","489764","0","6868343","5028448","66393","1740659","1.23","9440083","6887630","6239","1765571","7674512","9440083","7196460","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","SC","South Carolina","63136","349393","2373482","2209065","84809942","84396897","0","5152029","0","72453886","63652","2436618","6317267","1.08","87246560","72453886","0","0","87246560","87246560","75702600","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","SD","South Dakota","0","0","0","0","9088990","9088990","0","556349","0","7824031","0","0","320034","1.04","9111362","7824031","52309","22372","9088990","9111362","8174846","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","TN","Tennessee","142588","177","3422422","3534364","94163447","94142638","0","6524124","0","91749889","20632","3565010","-4754751",".95","97728457","91749889","0","0","97728457","97728457","95863800","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","TX","Texas","481985","23625873","37960871","39313178","316877309","293068377","0","21666855","0","304704764","183059","38442856","15675830","1.05","356058535","304704764","4625","738369","355320166","356058535","318367207","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","US","United States","8748086","153790021","154131767","160865884","3457415645","3212170791","24412293","232111946","0","3239818459","91454833","162879854","0","1","3659808827","3264230752","13656482","39513328","3620295499","3659808827","3410615303","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","UT","Utah","25714","0","328987","385813","35555728","35160477","0","1471953","0","20700326","395251","354701","12790436","1.55","35911973","20700326","0","1544","35910429","35911973","21628498","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","VA","Virginia","610415","2827119","2662167","3093533","68926861","63814565","0","6442963","0","90608523","2285178","3272582","-29008475",".71","72199443","90608523","0","0","72199443","72199443","94671253","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","VT","Vermont","0","0","44534","54456","4901763","4393537","0","381369","0","5363258","508226","44534","2816507","1.46","8873957","5363258","66924","3927660","4946297","8873957","5603740","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","WA","Washington","115581","3245935","1319234","1384728","100723694","97127552","3822864","6746172","0","91049725","350206","1434815","-1343594",".99","109027212","94872589","4401860","6868703","102158509","109027212","99126517","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"1998","WI","Wisconsin","137991","913015","2623074","2752192","53686366","52529065","0","4413031","0","62061221","244286","2761065","-12067833",".83","57287439","62061221","33488","840008","56447431","57287439","64843940","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
