"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","12.6","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NGST","Natural Gas - ST","21.5","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NUC","Nuclear","3456.7","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","OBM","Other Biomass","188.7","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","OOG","Other Gas","29","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","OT","Other","11.2","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","PET","Petroleum","295.7","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","PETGT","Petroleum - GT","255.3","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","PETIC","Petroleum - IC","28.8","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","PETOTH","Petroleum - OTH","11.6","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","SOL","Solar","1091.8","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","SOLPV","Solar - PV","1091.8","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","WND","Wind","7.6","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","ALL","All","16605.8","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","BAT","Battery","109.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","HPS","Pumped Storage","416.1","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","HYC","Hydroelectric","12.3","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NG","Natural Gas","10893.1","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NGCC","Natural Gas - CC","8222","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NGGT","Natural Gas - GT","2604.2","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NGIC","Natural Gas - IC","32.8","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NGOTH","Natural Gas - OTH","12.6","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NGST","Natural Gas - ST","21.5","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","NUC","Nuclear","3456.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","OBM","Other Biomass","188.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","OOG","Other Gas","29","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","OT","Other","11.2","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","PET","Petroleum","301.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","PETGT","Petroleum - GT","255.3","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","PETIC","Petroleum - IC","34.8","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","PETOTH","Petroleum - OTH","11.6","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","SOL","Solar","1179.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","SOLPV","Solar - PV","1179.7","megawatts"
"2024","NJ","New Jersey","TOT","All sectors","WND","Wind","7.6","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","ALL","All","4589.4","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","BAT","Battery","18","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","COL","Coal","1540","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","HYC","Hydroelectric","82.7","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","NG","Natural Gas","2402.4","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","NGCC","Natural Gas - CC","855.6","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","NGGT","Natural Gas - GT","782.3","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","NGIC","Natural Gas - IC","43.5","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","NGST","Natural Gas - ST","721","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","PET","Petroleum","17","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","PETGT","Petroleum - GT","17","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","SOL","Solar","189.5","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","SOLPV","Solar - PV","189.5","megawatts"
"2024","NM","New Mexico","EU","Electric Utilities","WND","Wind","339.8","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","ALL","All","7298","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","BAT","Battery","671","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","GEO","Geothermal","8.6","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","NG","Natural Gas","792.7","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","NGCC","Natural Gas - CC","628.5","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","NGGT","Natural Gas - GT","161","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","NGIC","Natural Gas - IC","3.2","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","OBM","Other Biomass","6.4","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","OT","Other",".7","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","PET","Petroleum","29","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","PETIC","Petroleum - IC","29","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","SOL","Solar","2132.4","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","SOLPV","Solar - PV","2132.4","megawatts"
"2024","NM","New Mexico","IPP","Independent Power Producers","WND","Wind","3657.2","megawatts"
"2024","NM","New Mexico","TOT","All sectors","ALL","All","11887.4","megawatts"
"2024","NM","New Mexico","TOT","All sectors","BAT","Battery","689","megawatts"
"2024","NM","New Mexico","TOT","All sectors","COL","Coal","1540","megawatts"
"2024","NM","New Mexico","TOT","All sectors","GEO","Geothermal","8.6","megawatts"
"2024","NM","New Mexico","TOT","All sectors","HYC","Hydroelectric","82.7","megawatts"
"2024","NM","New Mexico","TOT","All sectors","NG","Natural Gas","3195.1","megawatts"
"2024","NM","New Mexico","TOT","All sectors","NGCC","Natural Gas - CC","1484.1","megawatts"
"2024","NM","New Mexico","TOT","All sectors","NGGT","Natural Gas - GT","943.3","megawatts"
"2024","NM","New Mexico","TOT","All sectors","NGIC","Natural Gas - IC","46.7","megawatts"
"2024","NM","New Mexico","TOT","All sectors","NGST","Natural Gas - ST","721","megawatts"
"2024","NM","New Mexico","TOT","All sectors","OBM","Other Biomass","6.4","megawatts"
"2024","NM","New Mexico","TOT","All sectors","OT","Other",".7","megawatts"
"2024","NM","New Mexico","TOT","All sectors","PET","Petroleum","46","megawatts"
"2024","NM","New Mexico","TOT","All sectors","PETGT","Petroleum - GT","17","megawatts"
"2024","NM","New Mexico","TOT","All sectors","PETIC","Petroleum - IC","29","megawatts"
"2024","NM","New Mexico","TOT","All sectors","SOL","Solar","2321.9","megawatts"
"2024","NM","New Mexico","TOT","All sectors","SOLPV","Solar - PV","2321.9","megawatts"
"2024","NM","New Mexico","TOT","All sectors","WND","Wind","3997","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","ALL","All","9507.9","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","BAT","Battery","330","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","COL","Coal","522","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","HYC","Hydroelectric","1039.4","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","NG","Natural Gas","7379","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","NGCC","Natural Gas - CC","5423.4","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","NGGT","Natural Gas - GT","1621.6","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","NGST","Natural Gas - ST","334","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","OT","Other","6.5","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","PET","Petroleum","6","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","PETIC","Petroleum - IC","6","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","SOL","Solar","225","megawatts"
"2024","NV","Nevada","EU","Electric Utilities","SOLPV","Solar - PV","225","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","ALL","All","7217.3","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","BAT","Battery","778.8","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","COL","Coal","218.4","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","GEO","Geothermal","662.5","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","HYC","Hydroelectric","12.3","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","NG","Natural Gas","403.6","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","NGCC","Natural Gas - CC","279.6","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","NGGT","Natural Gas - GT","8","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","NGIC","Natural Gas - IC","116","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","OBM","Other Biomass","9.8","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","SOL","Solar","4981.9","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","SOLPV","Solar - PV","4803.4","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","SOLTH","Solar - TH","178.5","megawatts"
"2024","NV","Nevada","IPP","Independent Power Producers","WND","Wind","150","megawatts"
"2024","NV","Nevada","TOT","All sectors","ALL","All","16725.2","megawatts"
"2024","NV","Nevada","TOT","All sectors","BAT","Battery","1108.8","megawatts"
"2024","NV","Nevada","TOT","All sectors","COL","Coal","740.4","megawatts"
"2024","NV","Nevada","TOT","All sectors","GEO","Geothermal","662.5","megawatts"
"2024","NV","Nevada","TOT","All sectors","HYC","Hydroelectric","1051.7","megawatts"
"2024","NV","Nevada","TOT","All sectors","NG","Natural Gas","7782.6","megawatts"
"2024","NV","Nevada","TOT","All sectors","NGCC","Natural Gas - CC","5703","megawatts"
"2024","NV","Nevada","TOT","All sectors","NGGT","Natural Gas - GT","1629.6","megawatts"
"2024","NV","Nevada","TOT","All sectors","NGIC","Natural Gas - IC","116","megawatts"
"2024","NV","Nevada","TOT","All sectors","NGST","Natural Gas - ST","334","megawatts"
"2024","NV","Nevada","TOT","All sectors","OBM","Other Biomass","9.8","megawatts"
"2024","NV","Nevada","TOT","All sectors","OT","Other","6.5","megawatts"
"2024","NV","Nevada","TOT","All sectors","PET","Petroleum","6","megawatts"
"2024","NV","Nevada","TOT","All sectors","PETIC","Petroleum - IC","6","megawatts"
"2024","NV","Nevada","TOT","All sectors","SOL","Solar","5206.9","megawatts"
"2024","NV","Nevada","TOT","All sectors","SOLPV","Solar - PV","5028.4","megawatts"
"2024","NV","Nevada","TOT","All sectors","SOLTH","Solar - TH","178.5","megawatts"
"2024","NV","Nevada","TOT","All sectors","WND","Wind","150","megawatts"
"2024","NY","New York","EU","Electric Utilities","ALL","All","10816","megawatts"
"2024","NY","New York","EU","Electric Utilities","BAT","Battery","34","megawatts"
"2024","NY","New York","EU","Electric Utilities","HPS","Pumped Storage","1409.8","megawatts"
"2024","NY","New York","EU","Electric Utilities","HYC","Hydroelectric","3525.5","megawatts"
"2024","NY","New York","EU","Electric Utilities","NG","Natural Gas","4699.5","megawatts"
"2024","NY","New York","EU","Electric Utilities","NGCC","Natural Gas - CC","615.5","megawatts"
"2024","NY","New York","EU","Electric Utilities","NGGT","Natural Gas - GT","1337.8","megawatts"
"2024","NY","New York","EU","Electric Utilities","NGIC","Natural Gas - IC","28.8","megawatts"
"2024","NY","New York","EU","Electric Utilities","NGST","Natural Gas - ST","2717.4","megawatts"
"2024","NY","New York","EU","Electric Utilities","PET","Petroleum","1147.2","megawatts"
"2024","NY","New York","EU","Electric Utilities","PETGT","Petroleum - GT","1122","megawatts"
"2024","NY","New York","EU","Electric Utilities","PETIC","Petroleum - IC","25.2","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","ALL","All","30471.7","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","BAT","Battery","184.1","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","HYC","Hydroelectric","1037.9","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NG","Natural Gas","17580.6","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NGCC","Natural Gas - CC","9311.6","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NGGT","Natural Gas - GT","1060.3","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NGIC","Natural Gas - IC","49.8","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NGOTH","Natural Gas - OTH","57.7","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NGST","Natural Gas - ST","7101.2","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","NUC","Nuclear","3330.4","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","OBM","Other Biomass","377.3","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","OT","Other","20","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","PET","Petroleum","2378.1","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","PETGT","Petroleum - GT","478.1","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","PETIC","Petroleum - IC","289.4","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","PETST","Petroleum - ST","1610.6","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","SOL","Solar","2670.6","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","SOLPV","Solar - PV","2670.6","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","WND","Wind","2869.7","megawatts"
"2024","NY","New York","IPP","Independent Power Producers","WOO","Wood","23","megawatts"
"2024","NY","New York","TOT","All sectors","ALL","All","41287.7","megawatts"
"2024","NY","New York","TOT","All sectors","BAT","Battery","218.1","megawatts"
"2024","NY","New York","TOT","All sectors","HPS","Pumped Storage","1409.8","megawatts"
"2024","NY","New York","TOT","All sectors","HYC","Hydroelectric","4563.4","megawatts"
"2024","NY","New York","TOT","All sectors","NG","Natural Gas","22280.1","megawatts"
"2024","NY","New York","TOT","All sectors","NGCC","Natural Gas - CC","9927.1","megawatts"
"2024","NY","New York","TOT","All sectors","NGGT","Natural Gas - GT","2398.1","megawatts"
"2024","NY","New York","TOT","All sectors","NGIC","Natural Gas - IC","78.6","megawatts"
"2024","NY","New York","TOT","All sectors","NGOTH","Natural Gas - OTH","57.7","megawatts"
"2024","NY","New York","TOT","All sectors","NGST","Natural Gas - ST","9818.6","megawatts"
"2024","NY","New York","TOT","All sectors","NUC","Nuclear","3330.4","megawatts"
"2024","NY","New York","TOT","All sectors","OBM","Other Biomass","377.3","megawatts"
"2024","NY","New York","TOT","All sectors","OT","Other","20","megawatts"
"2024","NY","New York","TOT","All sectors","PET","Petroleum","3525.3","megawatts"
"2024","NY","New York","TOT","All sectors","PETGT","Petroleum - GT","1600.1","megawatts"
"2024","NY","New York","TOT","All sectors","PETIC","Petroleum - IC","314.6","megawatts"
"2024","NY","New York","TOT","All sectors","PETST","Petroleum - ST","1610.6","megawatts"
"2024","NY","New York","TOT","All sectors","SOL","Solar","2670.6","megawatts"
"2024","NY","New York","TOT","All sectors","SOLPV","Solar - PV","2670.6","megawatts"
"2024","NY","New York","TOT","All sectors","WND","Wind","2869.7","megawatts"
"2024","NY","New York","TOT","All sectors","WOO","Wood","23","megawatts"
"2024","OH","Ohio","EU","Electric Utilities","ALL","All","4648.5","megawatts"
"2024","OH","Ohio","EU","Electric Utilities","BAT","Battery","4","megawatts"
"2024","OH","Ohio","EU","Electric Utilities","COL","Coal","1088.5","megawatts"
"2024","OH","Ohio","EU","Electric Utilities","HYC","Hydroelectric","81.9","megawatts"
