"period","stateid","stateName","sector","sectorName","entityid","entityName","plantid","plantName","generatorid","technology","energy_source_code","energy-source-desc","prime_mover_code","balancing_authority_code","balancing-authority-name","status","statusDescription","county","latitude","longitude","nameplate-capacity-mw","net-summer-capacity-mw","net-winter-capacity-mw","operating-year-month","planned-derate-summer-cap-mw","planned-derate-year-month","planned-retirement-year-month","planned-uprate-summer-cap-mw","planned-uprate-year-month","unit","nameplate-capacity-mw-units","net-summer-capacity-mw-units","net-winter-capacity-mw-units","planned-derate-summer-cap-mw-units","planned-uprate-summer-cap-mw-units"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","729","Yonah","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Stephens","34.6821","-83.3418","7.5","9.5","9.6","1925-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","1","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1914-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","2","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1914-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","3","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1914-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","4","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1914-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","5","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1914-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","6","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1925-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","7","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1926-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","17539","Dominion Energy South Carolina, Inc","736","Stevens Creek","8","Conventional Hydroelectric","WAT","Water","HY","SCEG","Dominion Energy South Carolina","OP","Operating","Columbia","33.562644","-82.051242","2.2","1.5","1.9","1926-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","CA","California","electric-utility","Electric Utility","12397","Metropolitan Water District of S CA","745","Etiwanda","1","Conventional Hydroelectric","WAT","Water","HY","CISO","California Independent System Operator","OP","Operating","San Bernardino","34.10345","-117.5257","23.9","23.9","23.9","1994-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","CA","California","electric-utility","Electric Utility","16612","City & County of San Francisco","751","Moccasin Low Head Hydro Project","1","Conventional Hydroelectric","WAT","Water","HY","CISO","California Independent System Operator","OP","Operating","Tuolumne","37.816447","-120.312033","2.9","1.5","1.5","1987-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","752","Lake Blackshear Project","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Worth","31.847697","-83.941996","2.4","2.4","2.4","1930-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","752","Lake Blackshear Project","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Worth","31.847697","-83.941996","5","4","4","1930-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","752","Lake Blackshear Project","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Worth","31.847697","-83.941996","4.8","4.8","4.8","1930-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","752","Lake Blackshear Project","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Worth","31.847697","-83.941996","5","4","4","1930-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","753","Crisp Plant","1","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OS","Out of service and NOT expected to return to service in next calendar year","Worth","31.844708","-83.940734","12.5","10","10","1957-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","753","Crisp Plant","GT1","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OS","Out of service and NOT expected to return to service in next calendar year","Worth","31.844708","-83.940734","5","4","4","1957-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","4538","Crisp County Power Comm","753","Crisp Plant","GT2","Natural Gas Fired Combustion Turbine","NG","Natural Gas","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Worth","31.844708","-83.940734","5","5","5","2023-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","19375","USCE-Savannah District","754","Hartwell Lake","1","Conventional Hydroelectric","WAT","Water","HY","SEPA","Southeastern Power Administration","OP","Operating","Hart","34.3564","-82.8219","85","85","85","1962-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","19375","USCE-Savannah District","754","Hartwell Lake","2","Conventional Hydroelectric","WAT","Water","HY","SEPA","Southeastern Power Administration","OP","Operating","Hart","34.3564","-82.8219","85","85","85","1962-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","19375","USCE-Savannah District","754","Hartwell Lake","3","Conventional Hydroelectric","WAT","Water","HY","SEPA","Southeastern Power Administration","OA","Out of service but expected to return to service in next calendar year","Hart","34.3564","-82.8219","85","85","85","1962-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","19375","USCE-Savannah District","754","Hartwell Lake","4","Conventional Hydroelectric","WAT","Water","HY","SEPA","Southeastern Power Administration","OP","Operating","Hart","34.3564","-82.8219","85","70","70","1962-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","19375","USCE-Savannah District","754","Hartwell Lake","5","Conventional Hydroelectric","WAT","Water","HY","SEPA","Southeastern Power Administration","OP","Operating","Hart","34.3564","-82.8219","80","80","80","1983-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","18642","Tennessee Valley Authority","757","Blue Ridge","1","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Fannin","34.883889","-84.282222","22","16","13.4","1931-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","18642","Tennessee Valley Authority","757","Blue Ridge","2","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Fannin","34.883889","-84.282222","1.5","1.3","1.3","1994-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","18642","Tennessee Valley Authority","758","Nottely","1","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Union","34.959153","-84.08765","15","19.2","18.4","1956-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","18642","Tennessee Valley Authority","758","Nottely","2","Conventional Hydroelectric","WAT","Water","HY","TVA","Tennessee Valley Authority","OP","Operating","Union","34.959153","-84.08765",".9",".9",".9","1993-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","759","Buford","1A","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Forsyth","34.162279","-84.077367","62","60","60","2003-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","759","Buford","2A","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Forsyth","34.162279","-84.077367","62","60","60","2004-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","759","Buford","3A","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Forsyth","34.162279","-84.077367","7.2","6.8","6.6","2005-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","760","Allatoona","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1637","-84.7282","42.3","35","35","1950-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","760","Allatoona","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1637","-84.7282","42.3","35","35","1950-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","760","Allatoona","A","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1637","-84.7282","2","2","2","1950-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","761","Walter F George","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Clay","31.624501","-85.065237","42","42","42","1963-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","761","Walter F George","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Clay","31.624501","-85.065237","42","42","42","1963-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","761","Walter F George","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Clay","31.624501","-85.065237","42","42","42","1963-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","27813","USCE-Mobile District","761","Walter F George","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Clay","31.624501","-85.065237","42","42","42","1963-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K1","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","81.6","77.9","77.9","1963-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K2","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","81.6","78.1","78.1","1964-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K3","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","85.8","82.1","82.1","1970-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K4","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","90.9","87.2","87.2","1972-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K5","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","134.9","128.1","128.1","1974-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","765","Kahe","K6","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.356395","-158.128853","134.9","128.7","128.7","1981-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W10","Petroleum Liquids","DFO","Disillate Fuel Oil","GT",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","51.3","51.2","51.2","1973-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W5","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","54.4","51.9","51.9","1959-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W6","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","54.4","51.8","51.8","1961-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W7","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","81.6","77.8","77.8","1966-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W8","Petroleum Liquids","RFO","Residual Fuel Oil","ST",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","81.6","77.8","77.8","1968-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","19547","Hawaiian Electric Co Inc","766","Waiau","W9","Petroleum Liquids","DFO","Disillate Fuel Oil","GT",NA,NA,"OP","Operating","Honolulu","21.388997","-157.961518","51.3","51.2","51.2","1973-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","768","Waimea","12","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","20.0252","-155.6955","2.5","2.5","2.5","1970-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","768","Waimea","13","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","20.0252","-155.6955","2.5","2.5","2.5","1972-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","768","Waimea","14","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","20.0252","-155.6955","2.5","2.5","2.5","1972-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","769","Kanoelehua","11","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","19.7052","-155.0625","2","2","2","1962-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","769","Kanoelehua","15","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","19.7052","-155.0625","2.5","2.5","2.5","1972-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","769","Kanoelehua","16","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","19.7052","-155.0625","2.5","2.5","2.5","1972-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","769","Kanoelehua","17","Petroleum Liquids","DFO","Disillate Fuel Oil","IC",NA,NA,"OP","Operating","Hawaii","19.7052","-155.0625","2.5","2.5","2.5","1973-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","HI","Hawaii","electric-utility","Electric Utility","8287","Hawaii Electric Light Co Inc","769","Kanoelehua","CT1","Petroleum Liquids","DFO","Disillate Fuel Oil","GT",NA,NA,"OP","Operating","Hawaii","19.7052","-155.0625","11.5","10.5","10.5","1962-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
